    0.400000000000000000E+01    0.800000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.507843517343280212E+03    0.203221270233715927E+04    0.657172252541174617E+00    0.567200212535956467E+02   -0.956845241900252859E+02    0.423347501235967059E+02    0.598703309797111771E+01    0.734084883523879306E+01    0.216882571550158474E+02
    0.400000000000000000E+01    0.800000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.493457715788143503E+03    0.203204979752561940E+04    0.714919328892187456E+00    0.680483883924898407E+02   -0.815421370739420865E+02    0.454002253188041891E+02    0.391031420377818753E-01    0.475596976490972345E+01    0.219040126141034790E+02
    0.400000000000000000E+01    0.800000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.886096203762540995E+03    0.203112215226103899E+04    0.774231924370110569E+00    0.606336633678406471E+02   -0.936604130168606730E+02    0.405553271854987543E+02    0.860462671247899813E+01    0.713326682651365651E+01    0.223963703645222409E+02
    0.400000000000000000E+01    0.800000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.702831769903082659E+03    0.203242548741792325E+04    0.745113504003468208E+00    0.713616679115483521E+02   -0.864150602356334758E+02    0.438885471997771219E+02    0.896650180785481687E+01    0.712184410370571808E+01    0.228556545483009188E+02
    0.400000000000000000E+01    0.800000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.674791483644718255E+03    0.203148549528958847E+04    0.795462667255789846E+00    0.724805440795974647E+02   -0.773339176025436643E+02    0.444631229234716443E+02    0.228755365638387520E+01    0.546275528747959260E+01    0.230191040309063055E+02
    0.400000000000000000E+01    0.800000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.642534628749336207E+03    0.202980954762642386E+04    0.679360909006906821E+00    0.537134106724002223E+02   -0.105041735748427669E+03    0.402772115218925819E+02    0.414054089094765043E+01    0.909857570551464967E+01    0.234623469510055571E+02
    0.400000000000000000E+01    0.800000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.627027549773491614E+03    0.203339256907117647E+04    0.710798922097238495E+00    0.666519927584930514E+02   -0.889059442844530849E+02    0.447692112956883079E+02    0.924790518502259218E+01    0.850438151071075055E+01    0.239170955963782603E+02
    0.400000000000000000E+01    0.800000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.993645127450913833E+03    0.203061245924659897E+04    0.754186388299497468E+00    0.597592923525685578E+02   -0.101187221488962251E+03    0.402921257973847560E+02    0.252172897105926896E+01    0.877637723325975472E+01    0.240795013284701298E+02
    0.400000000000000000E+01    0.800000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.515493274269533458E+03    0.203011138785882781E+04    0.590681027181524043E+00    0.552560191411500412E+02   -0.108525777047451243E+03    0.402105949110035397E+02    0.814939305191815500E+01    0.764270352664407060E+01    0.242241448727653790E+02
    0.400000000000000000E+01    0.800000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.544037254256347296E+03    0.203002703272453232E+04    0.629516913751372087E+00    0.547305103571483329E+02   -0.105638181867688928E+03    0.407724949247641746E+02    0.576361758182740225E+01    0.787281685490146366E+01    0.242322587423959988E+02
