 -2 Log Evidence:      -15.468
 BIC:                  -38.601
 AIC:                  -56.814
 DIC:                 -246.878
 WAIC:                 -61.880
 -2 ELPD - LOO:        -61.570
 chi2, nred, chi2r:     34.330     57        0.602
