 -2 Log Evidence:     -102.849
 BIC:                 -138.022
 AIC:                 -153.934
 DIC:                 -325.343
 WAIC:                -153.538
 -2 ELPD - LOO:       -152.487
 chi2, nred, chi2r:     47.381     39        1.215
