    0.395120000000000005E+01    0.793489999999999984E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.102404163878194731E+04    0.220828458577814945E+04    0.300221421426038027E+00    0.824477418498135677E+02   -0.155346141164120979E+03    0.646757928024854323E+02    0.113879363823304498E+02    0.405467472966291442E+01    0.469153343223248953E+02
    0.395120000000000005E+01    0.793489999999999984E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.137380504213753784E+04    0.222264740874813515E+04    0.324942776061669270E+00    0.839603244367400379E+02   -0.167764350449462427E+03    0.633988911759008147E+02    0.246374929194998993E+01    0.958719518035037765E+01    0.500924364959400350E+02
    0.395120000000000005E+01    0.793489999999999984E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.917764449132130267E+03    0.220634201239163303E+04    0.320555939115263699E+00    0.811333801844501323E+02   -0.146983795855019679E+03    0.715464935317498032E+02    0.717925842858888252E+01    0.712339779084518643E+01    0.510777850322155444E+02
    0.395120000000000005E+01    0.793489999999999984E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.772017089935782906E+03    0.222446708763768584E+04    0.352854102953118309E+00    0.862580583008853665E+02   -0.123182693879361452E+03    0.513178277993295353E+02    0.101271406242396989E+01    0.890127508162601089E+01    0.512275698304216291E+02
    0.395120000000000005E+01    0.793489999999999984E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.122633485263834359E+04    0.216979906636191254E+04    0.274005169146765704E+00    0.865823976319064457E+02    0.177195538043609474E+03    0.487363348335691740E+02    0.115000406485455393E+02    0.466604831958150523E+01    0.524584250514668042E+02
    0.395120000000000005E+01    0.793489999999999984E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.683949122481030827E+03    0.221156038699980445E+04    0.410535318501084656E+00    0.828063855676347771E+02   -0.115682435118436487E+03    0.632040729401519172E+02    0.111489298317642049E+02    0.720361640480725107E+01    0.526643120806829188E+02
    0.395120000000000005E+01    0.793489999999999984E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.941433847251136285E+03    0.217918816711738100E+04    0.258904090266336484E+00    0.828911249393048593E+02   -0.164261003990054860E+03    0.635453477234737250E+02    0.355894869985862217E+01    0.601028560912540044E+01    0.529004973130492857E+02
    0.395120000000000005E+01    0.793489999999999984E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.834108051853585039E+03    0.221860903551034608E+04    0.276885193705244836E+00    0.852517186911404394E+02   -0.137312729126936944E+03    0.556661032041925523E+02    0.677187015573288309E+00    0.563505613959901819E+01    0.529264381337685279E+02
    0.395120000000000005E+01    0.793489999999999984E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.817212718121510079E+03    0.223495986425773026E+04    0.429702487680698908E+00    0.852758209869101620E+02   -0.118714916264345774E+03    0.561797816109829569E+02    0.936623436782170948E+01    0.779004698542814289E+01    0.530321221882773983E+02
    0.395120000000000005E+01    0.793489999999999984E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.146462923159744628E+04    0.213886489843114623E+04    0.314178042745157149E+00    0.859270167090858763E+02    0.160406882383500601E+03    0.520123783346793971E+02    0.294889376982433671E+01    0.357743177495133757E+01    0.531439075225833193E+02
    0.395120000000000005E+01    0.793489999999999984E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.106006820035704095E+04    0.221243032028144489E+04    0.275211165101831523E+00    0.873608170929577312E+02   -0.157830409271726978E+03    0.465410766041329680E+02    0.278719900093945627E+01    0.541795127602892457E+01    0.533105783426298814E+02
